stid,station_name,lat,lon,elev,begints,iem_network
LXL,LITTLE FALLS,45.94917,-94.34694,351,8/31/92 19:00,MN_ASOS
14Y,Long Prairie,45.89826,-94.87386,406,6/30/08 19:20,MN_ASOS
XVG,LONGVILLE,46.99,-94.20389,407,10/31/98 18:18,MN_ASOS
LYV,Luverne,43.62117,-96.21579,436,1/31/05 0:15,MN_ASOS
DXX,MADISON,44.98644,-96.17786,330,10/31/97 18:16,MN_ASOS
3N8,Mahnomen,47.2605,-95.9281,375.21597,7/31/14 11:55,MN_ASOS
MKT,MANKATO,44.22,-93.92,311,12/31/72 18:00,MN_ASOS
MGG,MAPLE LAKE,45.23599,-93.98559,313,12/31/98 18:52,MN_ASOS
MML,MARSHALL/RYAN,44.45,-95.82,359,3/31/84 7:00,MN_ASOS
HZX,McGregor,46.6188,-93.30981,374,2/29/04 0:15,MN_ASOS
ANE,MINNEAPLS/BLAINE,45.14489,-93.21019,278,2/1/94 10:00,MN_ASOS
MSP,MINNEAPOLIS,44.88537,-93.23131,265,1/1/45 1:00,MN_ASOS
LVN,MNPLS/AIRLAKE,44.6252,-93.22729,293,1/31/93 0:00,MN_ASOS
MIC,MNPLS/CRYSTAL,45.06199,-93.35394,265,12/1/83 7:00,MN_ASOS
FCM,MNPLS/FLYING CLD,44.83,-93.47,280,12/1/83 7:00,MN_ASOS
MVE,MONTEVIDEO,44.96905,-95.71025,315,4/1/88 18:00,MN_ASOS
JKJ,MOORHEAD MUNI,46.83928,-96.66403,280,1/24/00 10:38,MN_ASOS
MZH,MOOSE LAKE,46.41861,-92.80478,328,5/1/77 1:00,MN_ASOS
JMR,MORA,45.8861,-93.27178,309,11/30/91 18:00,MN_ASOS
MOX,MORRIS MUNI,45.56597,-95.96719,344,11/30/91 18:00,MN_ASOS
ULM,NEW ULM MUNI,44.32,-94.5,308,11/30/91 0:00,MN_ASOS
OVL,OLIVIA,44.77861,-95.03278,328,4/30/01 0:17,MN_ASOS
ORB,ORR,48.01592,-92.85605,397,1/31/93 18:00,MN_ASOS
VVV,ORTONVILLE,45.30566,-96.42442,335,2/28/97 18:18,MN_ASOS
OWA,OWATONNA,44.12333,-93.26056,350,8/31/92 0:00,MN_ASOS
PKD,PARK RAPIDS,46.9,-95.07,442,1/31/90 18:00,MN_ASOS
PEX,Paynesville,45.37233,-94.74659,360,10/31/05 0:14,MN_ASOS
PWC,PINE RIVER REGIO,46.72479,-94.3817,395,10/31/96 18:18,MN_ASOS
PQN,PIPESTONE,43.98213,-96.30041,529,11/30/91 0:00,MN_ASOS
FKA,PRESTON (AWOS),43.67667,-92.17972,389,6/30/02 0:19,MN_ASOS
PNM,PRINCETON MUNI,45.55987,-93.60822,298,10/31/96 18:19,MN_ASOS
RYM,Ray Miller Army Field,46.08949,-94.35749,345.2554,5/22/16 12:56,MN_ASOS
RGK,RED WING,44.59153,-92.48678,239,8/31/92 0:00,MN_ASOS
RWF,REDWOOD FALL,44.54689,-95.082,311,1/1/73 0:00,MN_ASOS
RST,ROCHESTER,43.9041,-92.4916,403,1/1/48 6:00,MN_ASOS
9MN,Rochester / St Mary,44.01976,-92.48306,355,3/31/11 10:53,MN_ASOS
ROX,ROSEAU MUNI,48.856,-95.69708,323,9/30/90 13:00,MN_ASOS
ROS,RUSH CITY,45.698,-92.953,281,10/31/98 18:15,MN_ASOS
D39,Sauk Centre,45.70656,-94.9334,379.2,12/31/09 18:12,MN_ASOS
BFW,Silver Bay,47.25206,-91.40983,333.57104,8/31/92 19:00,MN_ASOS
DVP,Slayton,43.98679,-95.78261,495,10/31/05 0:15,MN_ASOS
60Y,Slayton,43.98533,-95.77616,495,,MN_ASOS
SGS,SOUTH ST PAUL,44.85714,-93.03286,250,1/31/95 20:00,MN_ASOS
SYN,Stanton,44.47552,-93.01632,280,6/30/05 0:15,MN_ASOS
SAZ,STAPLES,46.38088,-94.8066,392,6/30/96 19:17,MN_ASOS
STC,ST. CLOUD,45.5433,-94.0513,314,1/1/69 0:00,MN_ASOS
JYG,ST. JAMES,43.98632,-94.55794,325,2/28/97 0:19,MN_ASOS
STP,ST. PAUL,44.93447,-93.06,219,12/1/83 7:00,MN_ASOS
21D,St Paul / Lake Elmo,44.9975,-92.85567,284.4,6/30/08 19:19,MN_ASOS
TVF,THIEF RIVER,48.06567,-96.185,340,12/31/72 18:00,MN_ASOS
P61,TOFTE (RAMOS)   ,47.58796,-90.82307,241,12/21/10 8:52,MN_ASOS
TKC,Tracy,44.2491,-95.6072,408,10/31/04 0:15,MN_ASOS
TWM,TWO HARBORS,47.04917,-91.745,328,8/31/92 19:00,MN_ASOS
ADC,WADENA MUNI,46.45027,-95.21095,418,3/1/00 17:57,MN_ASOS
Y49,Walker,47.1595,-94.6453,410.99466,7/31/14 11:55,MN_ASOS
RRT,WARROAD,48.94139,-95.34833,327,2/28/97 0:15,MN_ASOS
ACQ,WASECA (AWOS),44.07346,-93.55294,343,4/30/02 0:17,MN_ASOS
VWU,WASKISH MUNI,48.15389,-94.51667,360,3/31/99 18:15,MN_ASOS
ETH,WHEATON NDB,45.78046,-96.54354,313,8/31/92 19:00,MN_ASOS
BDH,Willmar,45.1177,-95.1304,247,10/31/06 18:15,MN_ASOS
ILL,WILLMAR/RICE,45.11568,-95.08881,344,5/31/03 19:00,MN_ASOS
MWM,WINDOM MUNI AIRP,43.9134,-95.10941,430,10/31/96 0:17,MN_ASOS
ONA,WINONA MUNI,44.07721,-91.70832,200,11/30/91 0:00,MN_ASOS
OTG,WORTHINGTON,43.65506,-95.57919,480,12/31/72 18:00,MN_ASOS
ADG,ADRIAN          ,41.86767,-84.07731,241,5/31/99 23:53,MI_ASOS
AMN,Alma,43.32214,-84.68795,229.8,2/28/97 23:15,MI_ASOS
APN,ALPENA,45.07167,-83.56444,210,9/1/59 7:00,MI_ASOS
ARB,ANN ARBOR,42.22396,-83.73972,251,3/1/80 15:00,MI_ASOS
BAX,BAD AXE,43.78022,-82.98542,234,3/31/97 23:16,MI_ASOS
BTL,BATTLE CREEK,42.30728,-85.25148,290,12/31/48 23:00,MI_ASOS
SJX,BEAVER ISLAND,45.69226,-85.56661,204,9/30/01 23:17,MI_ASOS
ACB,BELLAIRE,44.98858,-85.19836,190,12/31/73 23:00,MI_ASOS
BEH,BENTON HARBOR,42.12858,-86.4285,191,1/1/73 7:00,MI_ASOS
RQB,BIG RAPIDS,43.72263,-85.50407,302,3/31/98 23:22,MI_ASOS
CAD,CADILLAC/WEXFORD,44.27533,-85.41892,398,11/30/48 23:00,MI_ASOS
CFS,Caro,43.4588,-83.4454,214,3/31/05 23:14,MI_ASOS
CVX,CHARLEVOIX,45.30472,-85.27472,204,2/1/01 13:56,MI_ASOS
FPK,CHARLOTTE,42.57451,-84.81143,272,12/31/01 18:54,MI_ASOS
SLH,CHEBOYGAN,45.65371,-84.51927,195,2/28/02 23:15,MI_ASOS
CIU,CHIPPEWA INTL,46.25,-84.47,244,12/1/78 21:00,MI_ASOS
OEB,COLDWATER,41.93333,-85.0525,292,3/31/97 23:17,MI_ASOS
P59,COPPER HARBOR,47.46694,-87.875,190,12/1/78 0:00,MI_ASOS
DET,DETROIT/CITY AIR,42.40919,-83.00986,190,1/1/48 5:00,MI_ASOS
ONZ,DETROIT/GROSSE I,42.09908,-83.16147,180,1/31/97 23:15,MI_ASOS
DTW,DETROIT/WAYNE,42.23,-83.33,195,12/1/58 5:00,MI_ASOS
YIP,DETROIT/WILLOW,42.23793,-83.53041,215,12/31/47 23:00,MI_ASOS
DRM,Drummond Island,46.00931,-83.74393,203.6,2/28/06 23:18,MI_ASOS
ESC,ESCANABA,45.72267,-87.09372,187,12/31/47 23:00,MI_ASOS
FNT,FLINT,42.96667,-83.74944,233,11/30/48 23:00,MI_ASOS
FKS,Frankfort,44.62522,-86.20081,193,8/31/04 23:15,MI_ASOS
FFX,Freemont,43.43931,-85.99489,235.3,6/30/08 23:16,MI_ASOS
GLR,GAYLORD,45.01354,-84.70362,407,3/31/98 23:53,MI_ASOS
GRR,GRAND RAPIDS,42.88,-85.52,237,12/1/63 5:00,MI_ASOS
GOV,GRAYLING AF,44.68,-84.73,353,11/1/86 6:00,MI_ASOS
SAW,GWINN/SAWYER AFB,46.35364,-87.39536,372,12/1/49 7:00,MI_ASOS
CMX,HANCOCK,47.16842,-88.48906,326,12/31/47 23:00,MI_ASOS
MGN,HARBOR SPRINGS,45.42557,-84.91338,209,8/1/76 0:00,MI_ASOS
JYM,HILLSDALE,41.92126,-84.58576,360,4/30/98 23:16,MI_ASOS
BIV,HOLLAND,42.74611,-86.09667,208,7/1/96 2:53,MI_ASOS
HTL,HOUGHTON LAKE,44.35981,-84.67111,351,5/1/64 9:00,MI_ASOS
OZW,HOWELL,42.62943,-83.98219,293,8/31/96 23:15,MI_ASOS
Y70,Ionia,42.938,-85.06056,249.3,1/31/10 23:14,MI_ASOS
IMT,IRON MOUNTAIN,45.81836,-88.11456,349,1/1/73 6:00,MI_ASOS
IWD,IRONWOOD,46.52747,-90.1314,375,1/1/73 6:00,MI_ASOS
JXN,JACKSON/REYNOLDS,42.25979,-84.4594,305,12/31/48 23:00,MI_ASOS
AZO,KALAMAZOO,42.23472,-85.55194,272,12/31/72 23:00,MI_ASOS
DUH,LAMBERTVILLE,41.73583,-83.65528,204,12/31/01 18:55,MI_ASOS
LAN,LANSING,42.78,-84.58,264,1/1/48 5:00,MI_ASOS
D95,Lapeer,43.0666,-83.2723,253.03745,1/26/12 2:33,MI_ASOS
LDM,LUDINGTON/MASON,43.96253,-86.40792,197,11/1/99 6:55,MI_ASOS
MCD,MACKINAC ISLAND,45.865,-84.63722,226,7/1/96 6:55,MI_ASOS
MBL,MANISTEE,44.27247,-86.24689,189,1/1/73 8:00,MI_ASOS
P75,MANISTIQUE,45.95,-86.23,178,8/31/97 23:15,MI_ASOS
ISQ,MANISTIQUE,45.97464,-86.17183,209,5/31/98 23:17,MI_ASOS
RMY,MARSHALL,42.25119,-84.95544,287,3/31/97 23:17,MI_ASOS
TEW,MASON,42.56578,-84.42319,280,1/31/97 23:18,MI_ASOS
MNM,MENOMINEE,45.12665,-87.63844,191,1/1/73 6:00,MI_ASOS
IKW,Midland,43.66292,-84.26131,193.5,11/30/48 23:00,MI_ASOS
TTF,MONROE,41.93989,-83.43467,188,1/31/97 23:15,MI_ASOS
MOP,MOUNT PLEASANT,43.62167,-84.73722,230,10/31/99 23:15,MI_ASOS
P53,Munising,46.4119,-86.6508,182.38113,12/1/04 12:02,MI_ASOS
MKG,MUSKEGON,43.17111,-86.23667,191,12/31/47 23:00,MI_ASOS
ERY,NEWBERRY,46.31111,-85.45722,265,8/31/97 23:15,MI_ASOS
OSC,OSCODA/WURTSMITH,44.45153,-83.39417,193,11/1/50 6:00,MI_ASOS
RNP,Owosso,42.9929,-84.1389,224,11/30/04 23:17,MI_ASOS
PLN,PELLSTON,45.57092,-84.79672,217,12/31/47 23:00,MI_ASOS
PTK,PONTIAC,42.6655,-83.42008,299,12/31/72 23:00,MI_ASOS
P58,PORT HOPE,44.02194,-82.79306,179,12/31/78 23:00,MI_ASOS
PHN,PORT HURON,42.91097,-82.52886,198,8/1/94 0:00,MI_ASOS
PZQ,Rogers City,45.4071,-83.8129,204,12/31/04 23:18,MI_ASOS
MBS,SAGINAW,43.53,-84.08,202,11/30/48 23:00,MI_ASOS
HYX,SAGINAW/BROWNE,43.43342,-83.86233,183,12/1/00 10:36,MI_ASOS
ANJ,SAULT STE MARIE,46.47922,-84.36839,218,1/1/48 5:00,MI_ASOS
MTC,SELFRIDGE ANGB,42.60833,-82.8355,177,12/31/47 23:00,MI_ASOS
LWA,South Haven,42.35083,-86.25614,203,11/30/04 23:15,MI_ASOS
IRS,STURGIS/KIRSCH,41.81333,-85.43892,282,2/28/97 23:17,MI_ASOS
HAI,Three Rivers,41.95975,-85.59339,251,2/28/06 23:14,MI_ASOS
TVC,TRAVERSE CIT,44.74164,-85.58236,190,12/1/48 5:00,MI_ASOS
VLL,Troy,42.5429,-83.1779,222,3/31/05 23:15,MI_ASOS
Y31,West Branch,44.2448,-84.1798,261.81284,1/18/17 9:13,MI_ASOS
BVY,BEVERLY MUNICIPAL,42.58414,-70.91614,33,3/31/75 19:00,MA_ASOS
BOS,BOSTON/LOGAN INTL,42.36057,-71.00973,9,1/1/45 6:00,MA_ASOS
CQX,CHATHAM MUNI ARPT,41.6875,-69.99333,19,7/1/96 2:52,MA_ASOS
CEF,CHICOPEE/WESTOVER,42.19401,-72.53478,75,12/31/46 23:00,MA_ASOS
MQE,EAST MILTON/BLUE HILL OBSERV,42.21207,-71.11417,200,10/30/98 23:54,MA_ASOS
FIT,FITCHBURG,42.55194,-71.75583,106,1/1/55 7:00,MA_ASOS
BED,HANSCOM FLD/BEDFORD,42.46995,-71.28903,41,12/31/46 23:00,MA_ASOS
HYA,HYANNIS/POLANDO FLD,41.67,-70.28,16,12/31/72 18:00,MA_ASOS
LWM,LAWRENCE MUNICIPAL,42.71719,-71.12342,45,10/1/83 14:00,MA_ASOS
GHG,Marshfield,42.09824,-70.67212,3.4,8/31/06 19:00,MA_ASOS
3B2,Marshfield Airport,42.0965,-70.677,3,,MA_ASOS
MVY,MARTHAS VINEYARD,41.39306,-70.615,21,1/1/73 7:00,MA_ASOS
ACK,NANTUCKET MEMORIAL,41.25311,-70.06031,15,12/31/47 23:00,MA_ASOS
EWB,NEW BEDFORD MUNI,41.67639,-70.95833,24,12/31/72 18:00,MA_ASOS
AQW,NORTH ADAMS,42.69622,-73.17021,476,12/31/72 18:00,MA_ASOS
OWD,NORWOOD MEMORIAL,42.19123,-71.17326,15,12/31/72 18:00,MA_ASOS
ORE,ORANGE (ASOS),42.57013,-72.28861,164,7/1/96 2:52,MA_ASOS
FMH,OTIS ANGB,41.6585,-70.5215,40,12/31/69 18:00,MA_ASOS
PSF,PITTSFIELD MUNI,42.42722,-73.28917,364,1/20/99 12:54,MA_ASOS
PYM,PLYMOUTH MUNICIPAL,41.90903,-70.72878,45,2/28/85 11:00,MA_ASOS
PVC,PROVINCETOWN (AWOS),42.07,-70.22,2,9/30/88 16:00,MA_ASOS
TAN,TAUNTON MUNI AIRPORT,41.87556,-71.02111,13,11/14/48 23:00,MA_ASOS
BAF,WESTFIELD/BARNES,42.15778,-72.71611,83,12/31/48 23:00,MA_ASOS
ORH,WORCESTER (AMOS),42.26734,-71.87571,308,1/1/49 5:00,MA_ASOS
ADW,ANDREWS AFB,38.81083,-76.867,86,12/31/47 23:00,MD_ASOS
NAK,Annapolis,38.9913,-76.4891,1.3335942,12/31/47 23:00,MD_ASOS
DMH,BALTIMORE INNER HARBOR,39.28,-76.61,6,4/30/98 23:56,MD_ASOS
MTN,BALTIMORE/MARTIN,39.32567,-76.41378,7,7/1/70 7:00,MD_ASOS
BWI,BALTIMORE/WASH INTL,39.17536,-76.66833,47,12/31/47 23:00,MD_ASOS
CGE,Cambridge,38.53932,-76.0304,5.8,9/1/06 2:09,MD_ASOS
RSP,Camp David,39.645,-77.468,561,3/31/05 23:54,MD_ASOS
CGS,College Park,38.98058,-76.92231,14.6,2/1/77 6:32,MD_ASOS
CBE,Cumberland,39.61542,-78.76086,236.2,11/18/00 20:45,MD_ASOS
ESN,Easton,38.80417,-76.069,21.9,4/1/96 0:50,MD_ASOS
FME,Fort Meade,39.08539,-76.75941,46,11/30/59 23:00,MD_ASOS
FDK,FREDERICK MUNI APT,39.41758,-77.37431,92,12/31/47 23:00,MD_ASOS
GAI,Gaithersburg,39.16833,-77.166,164.3,10/31/07 23:15,MD_ASOS
HGR,HAGERSTOWN REGIONAL,39.70778,-77.72972,215,5/1/73 5:00,MD_ASOS
2W6,Leonardtown,38.31536,-76.55011,43.3,12/31/06 23:10,MD_ASOS
2G4,Oakland,39.58028,-79.33942,894,5/31/06 23:00,MD_ASOS
OXB,OCEAN CITY MUNI,38.30833,-75.12389,4,9/1/99 13:16,MD_ASOS
NHK,PATUXENT RIVER NAS,38.28598,-76.41178,12,12/31/47 23:00,MD_ASOS
APG,PHILLIPS AAF/ABERDN,39.46622,-76.16881,18,7/1/77 7:00,MD_ASOS
RJD,Ridgely,38.9701,-75.8663,20,9/1/06 0:28,MD_ASOS
SBY,SALISBURY REGIONAL,38.3405,-75.5103,16,12/31/48 23:00,MD_ASOS
W29,Stevensville,38.97639,-76.32964,5,8/31/06 23:03,MD_ASOS
NUI,St Inigoes,38.146,-76.42847,6.7,7/31/06 23:53,MD_ASOS
DMW,Westminster,39.60828,-77.00767,240.5,2/1/07 15:49,MD_ASOS
LEW,AUBURN-LEWISTON,44.04847,-70.28351,88,4/1/88 6:00,ME_ASOS
AUG,AUGUSTA STATE ARPT,44.32,-69.8,107,12/31/48 23:00,ME_ASOS
BGR,BANGOR INTL ARPT,44.80744,-68.82814,59,3/1/48 6:00,ME_ASOS
BHB,BAR HARBOR (AWOS),44.44977,-68.36157,26,10/1/74 7:00,ME_ASOS
NHZ,BRUNSWICK NAS,43.89222,-69.93861,23,1/1/52 6:00,ME_ASOS
CAR,CARIBOU MUNICIPAL,46.87,-68.02,190,12/31/47 23:00,ME_ASOS
40B,CLAYTON LAKE,46.609,-69.531,314,3/1/85 6:00,ME_ASOS
EPM,EASTPORT        ,44.91011,-67.01269,14,10/1/74 7:00,ME_ASOS
FVE,FRENCHVILLE,47.2855,-68.31272,301,4/1/88 9:00,ME_ASOS
IZG,FRYEBERG,43.99114,-70.94787,138,7/1/96 2:54,ME_ASOS
GNR,GREENVILLE (AMOS),45.46222,-69.59528,316,1/1/73 8:00,ME_ASOS
HUL,HOULTON INTL ARPT,46.12308,-67.79206,150,1/31/49 23:00,ME_ASOS
MLT,MILLINOCKET MUNI,45.64784,-68.68556,124,12/31/48 23:00,ME_ASOS
OLD,OLD TOWN/DEWITT ,44.9525,-68.67433,39,3/1/48 6:00,ME_ASOS
PWM,PORTLAND INTL JET,43.64243,-70.30442,19,1/1/48 5:00,ME_ASOS
PQI,PRESQUE ISLE (AWOS),46.68897,-68.04481,146,12/31/47 23:00,ME_ASOS
8B0,Rangeley,44.9919,-70.6646,552.5081,1/17/17 9:15,ME_ASOS
RKD,ROCKLAND/KNOX(AWOS),44.06007,-69.09926,17,5/1/77 9:03,ME_ASOS
SFM,SANFORD MUNI (AWOS),43.39386,-70.708,74,3/1/92 6:00,ME_ASOS
WVL,WATERVILLE (AWOS),44.53325,-69.67553,101,2/1/88 15:00,ME_ASOS
IWI,WISCASSET,43.96142,-69.71256,21,9/30/95 23:00,ME_ASOS
IYA,Abbeville,29.9758,-92.0842,5,8/26/11 8:15,LA_ASOS
0R3,Abbeville,29.97576,-92.08415,4.6,8/1/08 0:00,LA_ASOS
ESF,ALEXANDRIA/ESLER,31.3949,-92.29577,34,1/1/48 0:00,LA_ASOS
AEX,ALEXANDRIA INTL/ENGLAND AFB,31.33472,-92.55861,27,5/1/52 0:00,LA_ASOS
7R3,AMELIA/LAKE PALOURD,29.69306,-91.09861,2,3/1/79 7:41,LA_ASOS
ATP,Atlantis,27.1956,-90.0269,0,10/25/10 12:15,LA_ASOS
AUD,AUDUBON PARK,29.93333,-90.13333,2,3/15/00 18:55,LA_ASOS
BAD,BARKSDALE AFB,32.50193,-93.66263,51,1/1/47 0:00,LA_ASOS
BQP,Bastrop,32.75608,-91.88057,50.9,9/1/06 0:02,LA_ASOS
BTR,BATON ROUGE/RYAN,30.53722,-91.14694,21,7/1/48 7:00,LA_ASOS
WBF,Block WR29,26.93,-90.5,0,4/8/18 14:35,LA_ASOS
BXA,Bogalusa,30.81369,-89.86496,35.870052,9/1/98 0:53,LA_ASOS
BVE,BOOTHVILLE,29.33333,-89.4075,1,2/1/65 6:00,LA_ASOS
1B7,BOOTHVILLE/R L SUGGS HELIPORT,29.35,-89.43333,1,10/1/99 12:05,LA_ASOS
LNQ,Buras,29.364,-89.438,1,,LA_ASOS
CVW,Cameron,29.784,-93.3,2.6456296,2/8/14 5:10,LA_ASOS
7R5,CAMERON HELIPORT,29.78333,-93.3,1,5/1/82 12:00,LA_ASOS
CWF,CHENAULT AIRPARK,30.21059,-93.14319,4,7/1/48 1:00,LA_ASOS
5R8,De Quincy,30.44108,-93.47361,27.579348,10/20/12 11:55,LA_ASOS
DRI,DE RIDDER/BEAUREGARD REGIONAL,30.83,-93.34,62,10/1/04 0:00,LA_ASOS
EHC,East Cameron,28.429,-92.878,0,5/2/10 19:35,LA_ASOS
CMB,East Cameron 47,29.4406,-92.9792,0,8/16/10 12:35,LA_ASOS
EIR,Eugene Island 215,28.634,-91.489,0,6/28/10 7:55,LA_ASOS
3B6,EUGENE ISLAND 330,28.22,-91.68,0,1/26/07 0:00,LA_ASOS
POE,FORT POLK (ARMY),31.04478,-93.19164,100,11/1/57 7:00,LA_ASOS
9F2,FOURCHON (SAWRS),29.1,-90.2,2,2/1/87 12:00,LA_ASOS
BKB,FULLERTON FLS/JRTK_FT_POLK ASOS,31.02174,-92.91069,90,4/1/05 0:54,LA_ASOS
GAO,Galliano,29.44482,-90.26112,-0.39592367,1/1/73 0:00,LA_ASOS
2GL,GALLIANO HELIPRT,29.409,-90.288,3,1/26/07 0:00,LA_ASOS
SQE,GOMEX Ship Shoal 354 ,28.083,-90.819,-146,11/6/14 8:15,LA_ASOS
REG,Gonzale,30.1667,-90.9333,7.9862785,3/10/17 10:15,LA_ASOS
L38,Gonzales,30.17272,-90.94061,1.642858,8/30/12 11:55,LA_ASOS
3L4,Grand Chenier,29.8,-92.804,4.7830763,9/7/18 11:55,LA_ASOS
AXO,GRAND ISLE (SAWRS),29.25,-89.96667,2,2/1/87 12:00,LA_ASOS
XCN,GREEN_CANYON_184,27.76667,-91.51667,0,9/1/99 11:19,LA_ASOS
XER,Green Canyon 19,27.95,-91,40,,LA_ASOS
GRY,Green Canyon 338,27.625,-90.441,0,11/9/10 15:35,LA_ASOS
HDC,HAMMOND MUNI AIRPORT,30.52,-90.42,13,1/1/02 0:06,LA_ASOS
XIH,High Island 179A,29.18,-94.521,0,11/23/10 7:35,LA_ASOS
H08,HIGH ISLAND 264C,28.46667,-93.73333,1,7/1/96 5:03,LA_ASOS
HUM,HOUMA-TERREBONNE,29.5665,-90.66042,3,11/1/55 0:00,LA_ASOS
IPN,Independence (GoM),28.085,-87.9858,0,2/23/10 0:15,LA_ASOS
7R4,INTRACOASTAL CITY,29.78,-92.13,5,1/1/76 11:00,LA_ASOS
3R7,Jennings,30.2427,-92.6735,5.5129023,6/1/12 7:55,LA_ASOS
LFT,Lafayette Regional,30.2115,-91.981,10.456677,1/1/47 0:00,LA_ASOS
LCH,LAKE CHARLES MUNI,30.12472,-93.22833,10,6/1/47 1:00,LA_ASOS
T41,La Porte,29.66925,-95.0641,8.656396,,LA_ASOS
GBK,Magnolia (GoM),27.2039,-92.2025,0,2/23/10 0:15,LA_ASOS
3F3,Mansfield,32.0717,-93.764,99.33973,10/5/16 20:35,LA_ASOS
MNE,Minden,32.64603,-93.29808,84.7,7/19/11 8:35,LA_ASOS
F24,Minden,32.64603,-93.29808,84.7,6/18/10 7:20,LA_ASOS
CYD,MISS CANYAN 807,28.16667,-89.21667,1,3/28/10 6:45,LA_ASOS
MDJ,Mississippi Canyon,28.6425,-89.79417,0,5/2/10 19:35,LA_ASOS
DSF,Mississippi Canyon 650,28.35,-88.2667,0,11/5/18 13:50,LA_ASOS
MLU,MONROE REGIONAL,32.51086,-92.03769,24,1/1/47 0:00,LA_ASOS
IER,NATTCHITOCHES REGIONAL AIRPORT,31.73572,-93.09914,37,2/6/00 10:46,LA_ASOS
ARA,NEW IBERIA/ACADIANA,30.03776,-91.8839,7,1/1/61 7:00,LA_ASOS
7N0,New Orleans Downtown,29.9527,-90.0827,8.792443,1/30/15 14:35,LA_ASOS
NEW,NEW ORLEANS/LAKEFRO,30.04239,-90.02825,3,2/1/47 7:00,LA_ASOS
MSY,NEW ORLEANS/MOISANT,29.9933,-90.2511,9,1/1/47 0:00,LA_ASOS
NBG,NEW ORLEANS NAS,29.8253,-90.035,-6,1/1/49 7:00,LA_ASOS
HZR,New Roads,30.71831,-91.47867,10.88682,3/15/12 10:15,LA_ASOS
ACP,OAKDALE/ALLEN PARISH ARPT,30.75,-92.69,33,11/1/05 16:39,LA_ASOS
H78,Offshort,28.18,-88.48,0,2/17/10 5:06,LA_ASOS
4C0,Oil Platform,29.78,-93.18,1,2/17/10 6:15,LA_ASOS
OPL,Opelousas,30.5584,-92.0994,23.447739,5/5/13 17:55,LA_ASOS
PTN,PATTERSON MEMORIAL,29.70955,-91.33898,3,10/1/84 12:00,LA_ASOS
AQV,PEASON RIDGE/JRTK_FT_POLK ASOS,31.4,-93.28333,114,4/1/05 0:42,LA_ASOS
QT8,PHI OIL PLATF,27.53,-92.43,1,2/26/10 5:00,LA_ASOS
QT9,PHI OIL PLATF,27.78,-90.63,1,2/26/10 5:00,LA_ASOS
XPY,Port Fourchon,29.123,-90.202,2,3/31/11 10:55,LA_ASOS
1L0,Reserve,30.087,-90.5827,1.7900865,11/6/14 8:15,LA_ASOS
APS,Reserve,30.086,-90.5842,4.188735,5/3/17 11:15,LA_ASOS
RSN,Ruston,32.51444,-92.58833,95,10/26/00 14:30,LA_ASOS
VBS,Sabine 13B,29.47833,-93.63833,0,5/2/10 19:35,LA_ASOS
GHB,Salsa,27.84,-91.99,0,11/3/10 7:54,LA_ASOS
P92,SALT POINT (RAMOS),29.56222,-91.52556,3,3/1/85 6:00,LA_ASOS
DNK,SELF FLS/JRTK_FT_POLK ASOS,31.11061,-93.15331,113,4/1/05 0:53,LA_ASOS
GSM,SHIP SHOAL 207A,28.53333,-90.98333,1,3/3/10 16:44,LA_ASOS
SPR,Ship Shoal (GoM),28.599,-91.206,0,2/23/10 0:15,LA_ASOS
DTN,SHREVEPORT DOWNTOWN,32.54022,-93.74502,55,10/1/81 0:00,LA_ASOS
SHV,SHREVEPORT REGIONAL,32.4472,-93.8244,79,7/1/48 1:00,LA_ASOS
ASD,SLIDELL,30.3433,-89.8222,8,9/1/98 0:53,LA_ASOS
SCF,South Marsh 268,29.11583,-91.87111,0,5/2/10 19:35,LA_ASOS
7R8,SOUTH MARSH ISLAND,28.3,-91.98333,1,8/1/84 6:00,LA_ASOS
SRN,SOUTH MARSH ISLAND BLOCK 268A,29.11667,-91.86667,0,1/1/73 0:00,LA_ASOS
STZ,South Timbalier,28.16,-90.666,0,4/14/11 7:55,LA_ASOS
S58,SOUTH TIMBALIER,28.53333,-90.58333,1,2/1/87 12:00,LA_ASOS
UXL,Sulphur,30.13139,-93.37611,3,12/1/06 0:00,LA_ASOS
VNP,Vermillion 26,29.467,-92.368,4,5/2/10 19:30,LA_ASOS
VQT,Vermillion 331,28.27,-92.264,0,6/27/11 12:55,LA_ASOS
TVR,Vicksburg / Tallulah,32.3481,-91.0299,28.109251,7/1/96 2:53,LA_ASOS
0R4,Vidalia,31.562,-91.5065,14.531767,6/10/16 9:35,LA_ASOS
VOA,Viosca Knoll,29.229,-87.781,0,1/6/11 8:15,LA_ASOS
W60,W. CAMERON 560,29.15,-93.35,1,8/27/00 5:00,LA_ASOS
DWU,Ashland,38.5545,-82.738,165.28073,8/13/14 14:35,KY_ASOS
BRY,Bardstown - Samuels Field,37.8143,-85.4996,194.3097,12/7/17 9:15,KY_ASOS
SJS,Big Sandy,37.751,-82.6367,363.94977,9/10/13 10:55,KY_ASOS
BWG,BOWLING GREEN,36.96453,-86.41967,167,1/1/48 0:00,KY_ASOS
FFT,CAPITAL CITY AIRPORT/FRANKFORT,38.18472,-84.90333,237,7/1/96 3:53,KY_ASOS
CVG,Cincinnati / N Kentucky Intl,39.04306,-84.67167,267,12/31/47 23:00,KY_ASOS
